CellCycleName-TIGRcode-AffyID	0	2	4	6	8	10	12	14	16	19
CYCA1_1-At1g44110-245739_at	127.003226	160.9211978	112.3840503	141.7095134	994.5143284	1687.819016	1314.741655	847.1363481	594.7922585	500.1557561
CYCA1_2-At1g77390-246385_at	197.4351326	165.7078884	159.0399784	179.3952947	159.2536117	165.9693456	198.1944309	184.5347938	219.2066755	178.3724744
CYCA2_1-At5g25380-246938_at	38.38977839	34.32377524	42.88977037	45.35788232	115.3717109	137.4681835	69.28357921	56.83222162	43.54312314	42.35824221
CYCA2_2-At5g11300-250369_at	219.290672	174.7700446	200.5775604	288.2466296	511.2957156	820.7189669	604.0518803	446.6096587	324.4500096	287.0629568
CYCA2_3-At1g15570-261765_at	99.4712955	75.09681647	92.34152637	102.8880811	127.2858276	136.1258918	149.1170061	127.4690514	115.1236849	109.1334821
CYCA2_4-At1g80370-260329_at	128.0752015	105.5306093	97.71707932	109.6606072	259.7749553	326.2014198	175.4930284	149.1624704	118.7054802	104.0649751
CYCA3_1-At5g43080-249129_at	1470.287463	1133.59055	469.1824815	266.6323673	187.9253169	168.5862572	201.8635653	143.7714233	212.4947559	270.7758359
CYCA3_2-At1g47210-260506_at	2015.181755	1794.261256	1261.238642	630.8621682	486.7152773	423.5731778	336.3444078	418.3197247	658.0017492	918.4962001
CYCA3_3-At1g47220-260504_at	37.6812475	38.33954428	41.43178361	38.77203454	38.31228578	42.26193924	49.10972581	36.23398161	41.34721863	37.56580076
CYCA3_4-At1g47230-260505_at	626.1732216	548.1833575	650.5642887	482.1910955	550.0362287	534.5949332	434.7904853	434.7811501	428.6994562	414.7493683
