CellCycleName-TIGRcode-AffyID	0	2	4	6	8	10	12	14	16	19
CYCB1_1-At4g37490-253051_at	2686.296265	2308.445709	1718.092225	1550.897598	2248.961232	2805.485409	2445.728921	2168.053481	1941.807378	1606.259934
CYCB1_3-At3g11520-259290_at	172.5208522	175.0698606	203.2043536	254.58952	889.1922254	2525.174684	2216.521356	1522.456194	927.8738813	772.2743529
CYCB1_4-At2g26760-267618_at	75.10158335	86.17777223	82.02506745	96.69729459	343.3303238	1259.760567	1014.999557	691.9916403	440.6818096	318.6146535
CYCB1_5-At1g34460-261159_s_t	23.27091665	22.50846283	23.8900699	28.0734419	115.7001378	797.0874635	580.3127004	391.6760167	216.7233945	182.8435194
CYCB2_1-At2g17620-263017_at	114.9651568	154.4787375	132.683946	184.7219229	234.5063853	319.4472658	367.3600512	279.8552252	254.8471278	197.1771014
CYCB2_2-At4g35620-253148_at	90.23373283	78.83596179	66.4087819	62.58196693	144.3928677	461.604009	385.5323082	198.767615	170.1698779	144.4184567
CYCB2_3-At1g20610-259563_s_at	89.43386601	75.32220139	63.56329886	75.94817068	420.1253479	855.6143037	644.2599814	483.2189449	252.8883518	251.4315248
CYCB2_4-At1g76310-261780_at	67.89920873	62.27952131	75.56732509	78.28960687	190.63603	603.3874635	505.2937985	332.9653132	241.9358197	201.7300278
CYCB2_5-At1g20590-259563_s_t	89.43386601	75.32220139	63.56329886	75.94817068	420.1253479	855.6143037	644.2599814	483.2189449	252.8883518	251.4315248
CYCB3_1-At1g16330-262752_at	79.21495357	88.33504332	105.545044	111.4504468	160.8585418	244.3250759	221.2038764	138.8789527	135.5024941	113.0305264
